Season,House_Type,Electricity_Provider,Income_Level,City_Area,Family_Members,AC_Usage_Hours,Heater_Usage_Hours,WashingMachine_Use,Fridge_Count,Other_Appliances,Avg_Daily_Usage,Units_Consumed,Monthly_Bill
Summer,Rented Room,Generator Backup,Low,Urban,3.0,7.5,1.0,5.0,1.0,2.0,3.3,229.0,1664.0
Spring,Kothi,PSPCL,Low,,2.0,1.3,3.9,0.0,2.0,4.0,3.8,,
Summer,PG,PSPCL,Low,Urban,6.0,4.0,6.0,3.0,1.0,2.0,10.7,295.0,2024.0
Summer,Independent,Generator Backup,Medium,Urban,1.0,5.5,2.7,0.0,2.0,3.0,8.7,221.0,1626.0
Winter,Independent,PSPCL,Low,Rural,4.0,5.6,2.1,0.0,2.0,1.0,9.7,,1717.0
Summer,PG,Private,Low,Rural,3.0,5.2,2.4,4.0,1.0,2.0,4.9,247.0,1728.0
Rainy,Kothi,Generator Backup,Low,Rural,5.0,2.2,0.7,1.0,1.0,,7.8,157.0,1218.0
Rainy,Independent,Society,High,Rural,1.0,1.2,5.3,5.0,1.0,6.0,9.6,213.0,1534.0
Spring,Rented Room,Generator Backup,Low,Urban,2.0,5.1,2.5,1.0,,6.0,8.6,223.0,1546.0
Summer,,Private,High,Rural,3.0,4.8,2.3,2.0,2.0,6.0,7.2,211.0,1492.0
,Apartment,Private,High,Urban,7.0,1.4,,,1.0,3.0,,271.0,1926.0
Rainy,Apartment,Generator Backup,Low,Rural,7.0,5.6,2.7,4.0,2.0,5.0,9.1,278.0,1978.0
Summer,Kothi,Generator Backup,High,SemiUrban,6.0,3.6,3.9,1.0,1.0,3.0,11.2,268.0,1869.0
Summer,,PSPCL,Low,Rural,6.0,5.3,0.4,4.0,1.0,2.0,9.6,263.0,1788.0
Spring,Kothi,Private,Medium,Rural,2.0,6.7,4.9,1.0,1.0,1.0,9.6,301.0,2098.0
Rainy,Kothi,Generator Backup,Medium,Urban,2.0,1.4,5.6,4.0,,6.0,3.7,165.0,1194.0
Summer,Kothi,Generator Backup,Medium,Rural,6.0,0.2,3.9,0.0,2.0,5.0,6.2,148.0,1111.0
Spring,Kothi,Private,Medium,SemiUrban,4.0,6.2,5.7,1.0,2.0,,10.7,317.0,2184.0
Rainy,,Generator Backup,High,Urban,4.0,4.9,0.9,,1.0,3.0,5.1,189.0,1372.0
Spring,Rented Room,PSPCL,,Urban,3.0,5.6,2.9,3.0,2.0,4.0,4.0,180.0,1236.0
Winter,Independent,Private,Low,Rural,5.0,6.7,,4.0,2.0,2.0,5.9,239.0,1740.0
Summer,Apartment,PSPCL,Low,Urban,3.0,6.4,3.5,4.0,1.0,1.0,5.0,,1914.0
Winter,Kothi,PSPCL,Medium,Urban,5.0,7.7,2.4,1.0,1.0,2.0,11.3,322.0,2151.0
Rainy,Independent,PSPCL,Medium,Urban,,4.3,2.0,0.0,2.0,4.0,10.8,220.0,1614.0
Winter,Apartment,PSPCL,Low,Urban,1.0,3.9,0.8,0.0,2.0,1.0,7.5,162.0,1246.0
Winter,PG,Private,Medium,,3.0,3.2,2.4,5.0,2.0,,3.6,162.0,1121.0
Rainy,Rented Room,PSPCL,Low,Urban,3.0,1.2,1.0,0.0,2.0,2.0,9.4,160.0,1223.0
Spring,Apartment,PSPCL,Low,SemiUrban,5.0,4.6,4.4,,1.0,3.0,8.6,254.0,1814.0
Winter,PG,Generator Backup,Low,Rural,2.0,2.2,1.3,3.0,1.0,2.0,,237.0,1728.0
Spring,Apartment,,Low,SemiUrban,2.0,7.4,0.4,1.0,2.0,2.0,8.0,233.0,
Winter,Rented Room,Private,Low,Urban,7.0,4.7,3.3,2.0,1.0,2.0,6.0,231.0,1612.0
Spring,Rented Room,Society,Low,Urban,5.0,4.7,3.6,3.0,2.0,5.0,7.7,230.0,1586.0
Rainy,Independent,Private,Low,Rural,2.0,2.8,5.2,2.0,2.0,4.0,11.8,272.0,
Winter,Kothi,Private,Medium,SemiUrban,6.0,0.4,3.5,3.0,1.0,,9.3,189.0,1418.0
Rainy,,Society,Low,,4.0,0.3,2.1,0.0,2.0,6.0,9.0,140.0,1044.0
Winter,Apartment,Private,Low,SemiUrban,7.0,3.4,4.8,4.0,2.0,4.0,5.2,230.0,1564.0
Rainy,PG,Private,Medium,Urban,6.0,0.7,3.2,2.0,1.0,6.0,9.7,255.0,1756.0
Rainy,Rented Room,Private,Medium,Rural,1.0,4.9,0.5,3.0,1.0,5.0,9.8,229.0,1630.0
Winter,Apartment,Private,Medium,Rural,3.0,7.0,3.4,4.0,2.0,3.0,5.9,205.0,1470.0
Winter,Rented Room,Society,Low,Urban,7.0,7.1,5.4,2.0,2.0,6.0,7.4,287.0,1984.0
Winter,Apartment,Private,High,Rural,1.0,5.3,2.4,1.0,1.0,2.0,5.7,199.0,1380.0
Summer,Independent,Private,High,SemiUrban,3.0,1.7,1.8,3.0,2.0,3.0,5.3,124.0,995.0
Spring,,Society,Medium,SemiUrban,4.0,,0.9,1.0,2.0,5.0,3.2,588.0,2844.0
Summer,Apartment,Generator Backup,High,SemiUrban,2.0,7.1,0.9,0.0,1.0,4.0,5.6,196.0,1448.0
Summer,Rented Room,PSPCL,Medium,SemiUrban,6.0,1.6,2.6,1.0,1.0,6.0,8.0,204.0,1429.0
Rainy,Independent,,Low,Urban,5.0,5.9,3.6,1.0,1.0,2.0,3.0,182.0,1362.0
Winter,Apartment,,High,Rural,6.0,2.3,0.5,5.0,1.0,1.0,5.5,163.0,1150.0
Spring,PG,PSPCL,Low,SemiUrban,4.0,6.4,5.6,3.0,1.0,,10.9,338.0,2291.0
Rainy,Kothi,Society,High,Urban,1.0,8.0,4.5,0.0,,3.0,8.3,269.0,1900.0
Summer,Apartment,Society,Low,Rural,5.0,0.2,3.5,1.0,2.0,4.0,8.5,172.0,1273.0
Winter,Independent,Private,High,Rural,2.0,7.2,5.0,4.0,2.0,1.0,6.6,311.0,2208.0
Rainy,PG,PSPCL,Low,Urban,4.0,5.0,0.5,2.0,,3.0,9.1,237.0,1718.0
Winter,Independent,Private,Low,,5.0,7.8,2.9,1.0,1.0,5.0,4.7,196.0,1409.0
Rainy,Independent,PSPCL,High,SemiUrban,4.0,3.7,3.8,0.0,2.0,3.0,,254.0,1747.0
Winter,PG,Society,Low,Rural,4.0,6.8,5.0,1.0,2.0,3.0,4.1,243.0,1634.0
Summer,Independent,Society,Low,Rural,2.0,0.5,4.7,2.0,2.0,3.0,8.9,211.0,1422.0
Spring,PG,Generator Backup,Low,Urban,7.0,2.7,1.7,0.0,1.0,2.0,6.1,147.0,1048.0
,,PSPCL,High,Rural,3.0,0.5,5.6,3.0,1.0,3.0,9.7,225.0,1662.0
Spring,PG,Private,,SemiUrban,5.0,7.8,0.7,0.0,2.0,6.0,,246.0,1686.0
Winter,PG,Generator Backup,,Rural,2.0,6.5,,3.0,1.0,3.0,7.1,251.0,1700.0
Rainy,Kothi,Generator Backup,Low,,4.0,6.8,5.8,0.0,1.0,2.0,4.5,253.0,1808.0
Summer,PG,Generator Backup,High,Urban,2.0,7.5,1.1,2.0,1.0,2.0,8.7,747.0,3508.0
Spring,PG,Private,High,SemiUrban,7.0,0.7,4.3,2.0,2.0,5.0,11.8,269.0,1920.0
Summer,Apartment,Generator Backup,Low,SemiUrban,3.0,3.1,0.2,0.0,2.0,4.0,10.4,173.0,1256.0
Spring,Kothi,Private,Low,Rural,6.0,0.6,2.4,1.0,1.0,1.0,3.5,84.0,736.0
Summer,Rented Room,Generator Backup,Low,Rural,5.0,1.7,3.1,2.0,1.0,1.0,6.4,169.0,1206.0
Spring,Apartment,Private,Medium,Urban,3.0,1.8,3.5,3.0,1.0,3.0,11.3,241.0,1762.0
Spring,Apartment,Society,High,SemiUrban,1.0,3.8,5.6,3.0,1.0,5.0,7.5,221.0,1552.0
Winter,Rented Room,Society,Medium,SemiUrban,5.0,2.1,,4.0,1.0,3.0,9.0,175.0,1308.0
Spring,PG,Society,High,SemiUrban,3.0,,2.9,5.0,2.0,1.0,11.2,238.0,1683.0
Winter,Independent,Society,High,Rural,4.0,1.3,4.9,5.0,1.0,2.0,10.9,267.0,1916.0
Spring,Kothi,Society,High,SemiUrban,5.0,1.2,5.7,5.0,1.0,4.0,7.5,244.0,1690.0
Rainy,Independent,Generator Backup,High,Urban,5.0,7.8,0.1,3.0,1.0,5.0,6.9,242.0,1711.0
Rainy,Rented Room,Generator Backup,High,Urban,2.0,6.1,5.9,4.0,2.0,2.0,6.1,,1778.0
Rainy,Apartment,Generator Backup,High,Rural,4.0,7.7,0.5,5.0,2.0,4.0,9.5,323.0,2212.0
Spring,Apartment,Private,High,Rural,1.0,3.5,4.9,5.0,1.0,5.0,5.6,182.0,1323.0
Winter,Kothi,Private,Medium,SemiUrban,6.0,2.2,1.7,0.0,,5.0,5.2,137.0,992.0
Winter,Apartment,Private,Low,Rural,7.0,6.4,0.8,0.0,2.0,1.0,6.2,216.0,1579.0
Spring,Apartment,Private,Low,Urban,3.0,2.6,2.6,0.0,2.0,2.0,4.6,147.0,1028.0
Rainy,,Society,Medium,SemiUrban,2.0,2.4,3.9,1.0,2.0,5.0,9.3,208.0,1473.0
Rainy,Kothi,Society,Medium,Urban,3.0,1.9,2.3,5.0,2.0,6.0,8.5,190.0,1293.0
Winter,Rented Room,Society,Medium,SemiUrban,1.0,1.0,0.3,1.0,2.0,5.0,7.3,142.0,1082.0
Rainy,Apartment,PSPCL,Medium,Rural,1.0,2.1,3.6,4.0,1.0,4.0,6.5,183.0,1332.0
Summer,,Generator Backup,High,SemiUrban,5.0,2.8,5.4,3.0,2.0,1.0,11.2,,1765.0
Winter,Rented Room,Private,Low,SemiUrban,7.0,5.4,2.3,5.0,2.0,3.0,3.3,223.0,1582.0
Rainy,PG,Private,High,Urban,1.0,0.5,1.3,3.0,1.0,1.0,9.9,178.0,1286.0
Winter,PG,Society,Low,Urban,3.0,1.7,2.7,0.0,1.0,3.0,11.1,240.0,1758.0
Summer,PG,Private,Low,SemiUrban,,6.5,0.3,5.0,1.0,2.0,7.0,253.0,1794.0
Winter,Rented Room,Private,Medium,Rural,4.0,1.2,4.9,2.0,1.0,2.0,8.0,169.0,1188.0
Winter,Apartment,Generator Backup,High,Rural,5.0,2.7,5.0,,2.0,5.0,11.5,233.0,
Winter,Rented Room,Society,Medium,Urban,6.0,6.9,3.5,1.0,2.0,6.0,4.9,260.0,1801.0
Winter,Rented Room,Generator Backup,,Rural,3.0,1.2,2.1,5.0,2.0,2.0,7.7,170.0,1223.0
Summer,PG,PSPCL,Low,Urban,3.0,0.7,4.8,0.0,2.0,5.0,,130.0,1036.0
Spring,Independent,PSPCL,,Rural,1.0,3.9,3.3,1.0,1.0,1.0,5.3,188.0,1380.0
Winter,Apartment,PSPCL,Medium,SemiUrban,7.0,2.4,5.0,0.0,,2.0,10.4,236.0,1587.0
Winter,PG,Society,Low,Urban,3.0,4.5,3.8,4.0,2.0,1.0,11.1,305.0,2104.0
Rainy,Independent,Private,Low,Urban,2.0,6.4,4.7,3.0,,1.0,10.0,279.0,1880.0
Winter,Independent,Society,Low,SemiUrban,6.0,1.1,3.6,2.0,2.0,6.0,,186.0,1372.0
Rainy,Kothi,Society,Medium,Urban,1.0,4.6,2.5,3.0,2.0,2.0,3.8,186.0,1343.0
Spring,Apartment,Private,High,Rural,2.0,4.0,5.7,3.0,2.0,1.0,8.4,237.0,
Summer,Independent,Generator Backup,Medium,Rural,5.0,1.2,3.2,4.0,2.0,6.0,3.5,116.0,910.0
Summer,PG,PSPCL,High,Urban,4.0,5.0,3.6,1.0,1.0,6.0,9.1,294.0,2008.0
Spring,Kothi,Generator Backup,Medium,Rural,5.0,2.2,1.3,2.0,1.0,2.0,7.8,176.0,1310.0
Summer,Apartment,PSPCL,Medium,Urban,,3.9,3.8,1.0,1.0,,9.0,217.0,1490.0
Spring,Rented Room,Society,Low,SemiUrban,5.0,0.7,3.4,5.0,1.0,2.0,8.3,237.0,1702.0
Spring,PG,PSPCL,High,Urban,3.0,3.7,1.1,3.0,1.0,2.0,6.8,206.0,1435.0
Spring,Independent,Society,Medium,SemiUrban,2.0,,0.4,5.0,2.0,3.0,4.8,173.0,
Summer,Independent,Generator Backup,Medium,Rural,,6.6,3.6,0.0,2.0,1.0,5.8,,1606.0
Rainy,PG,Society,Low,,,0.5,4.6,3.0,1.0,4.0,7.7,213.0,1506.0
Spring,Independent,Generator Backup,Low,Rural,2.0,3.3,3.1,1.0,1.0,,8.9,179.0,1284.0
Winter,Kothi,Private,High,Urban,1.0,3.7,1.4,,1.0,1.0,10.0,207.0,1502.0
Summer,Apartment,Private,Medium,Rural,2.0,5.8,4.0,0.0,2.0,6.0,,264.0,1818.0
Spring,Kothi,Private,High,Urban,2.0,4.6,0.5,4.0,1.0,5.0,11.8,281.0,2018.0
Spring,,Society,Medium,Urban,5.0,5.3,2.7,5.0,2.0,2.0,5.6,756.0,3406.0
Winter,Rented Room,Private,High,SemiUrban,4.0,6.2,1.0,5.0,2.0,6.0,3.6,205.0,1498.0
Rainy,Apartment,PSPCL,Low,SemiUrban,4.0,6.9,1.1,1.0,2.0,6.0,6.1,206.0,1461.0
Rainy,Apartment,Generator Backup,Medium,SemiUrban,7.0,2.5,1.2,,2.0,6.0,9.7,248.0,1735.0
Rainy,PG,Generator Backup,High,SemiUrban,2.0,4.3,2.3,1.0,1.0,6.0,6.9,204.0,1456.0
Spring,PG,PSPCL,Low,Rural,3.0,6.7,0.3,4.0,2.0,6.0,10.4,258.0,1738.0
Spring,Rented Room,Society,Low,Rural,3.0,7.9,2.4,3.0,2.0,2.0,7.9,258.0,1854.0
Spring,Apartment,Society,High,Rural,1.0,7.1,3.1,3.0,1.0,4.0,11.4,292.0,2017.0
Summer,Rented Room,Generator Backup,Medium,Urban,1.0,3.0,2.9,1.0,2.0,3.0,11.5,636.0,3148.0
Winter,PG,Private,Medium,Rural,5.0,1.6,2.3,1.0,,6.0,3.6,144.0,1026.0
Spring,PG,Society,Low,Rural,2.0,3.9,5.0,0.0,2.0,6.0,7.1,212.0,1486.0
Winter,Apartment,Society,Medium,Rural,1.0,5.9,0.9,4.0,1.0,3.0,8.5,248.0,1750.0
Winter,Kothi,PSPCL,Medium,SemiUrban,1.0,3.9,3.0,0.0,2.0,2.0,5.3,161.0,1120.0
Rainy,Independent,PSPCL,Medium,Rural,6.0,3.9,0.4,5.0,2.0,1.0,6.7,218.0,1610.0
Summer,,Private,Low,,2.0,6.7,0.4,3.0,1.0,5.0,9.1,216.0,1533.0
,PG,Society,High,,,2.9,3.4,1.0,1.0,5.0,5.0,186.0,1392.0
Rainy,Kothi,Society,Medium,Urban,,6.9,3.4,3.0,2.0,1.0,8.4,256.0,1845.0
Rainy,Kothi,PSPCL,Low,Rural,5.0,3.3,,3.0,2.0,2.0,9.3,262.0,1844.0
Spring,Rented Room,Society,Low,SemiUrban,4.0,2.6,,2.0,1.0,5.0,3.8,144.0,1077.0
,Rented Room,Generator Backup,High,Urban,5.0,,5.8,,2.0,3.0,7.5,270.0,1885.0
Rainy,Independent,PSPCL,Medium,Rural,,6.1,0.3,2.0,1.0,1.0,5.4,202.0,1504.0
Winter,Independent,Private,Medium,Urban,3.0,1.0,0.6,3.0,2.0,4.0,9.5,154.0,1121.0
Summer,Apartment,PSPCL,High,,5.0,1.6,0.3,1.0,1.0,2.0,4.7,121.0,900.0
Winter,Rented Room,Society,High,Urban,3.0,7.6,1.1,3.0,2.0,1.0,11.0,287.0,1966.0
,PG,Private,Low,Rural,4.0,1.4,3.2,5.0,1.0,5.0,6.9,222.0,1522.0
Winter,Rented Room,PSPCL,Low,Rural,2.0,4.5,3.9,2.0,,2.0,4.8,168.0,1240.0
Rainy,PG,Generator Backup,,Urban,3.0,4.6,0.3,1.0,1.0,3.0,6.9,158.0,1174.0
Rainy,Kothi,Generator Backup,Medium,SemiUrban,3.0,3.9,5.7,3.0,1.0,2.0,,228.0,1573.0
Summer,Rented Room,PSPCL,Low,SemiUrban,5.0,5.2,5.1,4.0,,2.0,,250.0,1813.0
Spring,Kothi,Generator Backup,Low,Rural,4.0,1.8,1.8,5.0,2.0,3.0,8.3,200.0,
Summer,Independent,Generator Backup,Medium,Rural,7.0,4.4,,5.0,2.0,,7.7,228.0,1603.0
Summer,Independent,Generator Backup,Low,Rural,7.0,3.0,1.0,4.0,1.0,3.0,4.3,175.0,1204.0
Winter,Apartment,Private,Medium,Rural,7.0,5.3,0.8,3.0,2.0,2.0,3.6,210.0,1491.0
Winter,Rented Room,Generator Backup,Medium,Rural,7.0,1.1,,5.0,2.0,3.0,9.6,215.0,1492.0
Summer,Kothi,Generator Backup,,,2.0,4.6,3.1,1.0,2.0,6.0,8.0,217.0,1574.0
Rainy,PG,Generator Backup,High,Rural,5.0,1.5,1.5,,2.0,1.0,6.2,140.0,1046.0
Winter,Independent,Private,High,Urban,5.0,2.2,2.1,3.0,2.0,3.0,10.3,224.0,1645.0
Spring,Independent,PSPCL,High,Urban,6.0,1.7,5.9,,2.0,3.0,6.5,200.0,1441.0
Winter,PG,Society,Medium,SemiUrban,4.0,1.5,4.1,5.0,1.0,,10.2,260.0,1761.0
Winter,Kothi,Generator Backup,Medium,Urban,7.0,6.6,5.7,5.0,2.0,1.0,5.8,285.0,1994.0
Spring,Kothi,PSPCL,High,SemiUrban,2.0,2.3,0.9,4.0,2.0,4.0,3.7,339.0,1720.0
Summer,Rented Room,Generator Backup,Low,SemiUrban,4.0,7.4,2.3,2.0,2.0,4.0,11.4,313.0,2108.0
Spring,,Private,Medium,Urban,7.0,7.8,3.3,2.0,1.0,5.0,6.6,320.0,2237.0
Summer,Apartment,PSPCL,Low,Rural,2.0,4.6,0.5,5.0,2.0,3.0,10.1,242.0,1757.0
Summer,Independent,Private,Low,Urban,4.0,1.1,0.0,3.0,2.0,3.0,5.5,390.0,2006.0
Summer,Rented Room,Generator Backup,Medium,Urban,5.0,3.0,4.0,2.0,,1.0,8.8,251.0,1814.0
Spring,Kothi,Generator Backup,Medium,SemiUrban,5.0,6.4,3.9,4.0,1.0,6.0,10.9,333.0,2238.0
Summer,PG,Private,Low,Urban,1.0,2.9,2.5,2.0,2.0,4.0,3.4,141.0,984.0
Rainy,Kothi,Society,Low,SemiUrban,3.0,0.7,2.9,4.0,1.0,5.0,10.5,211.0,1504.0
Spring,Independent,Private,High,Rural,7.0,4.5,2.5,2.0,2.0,1.0,8.1,,1718.0
Rainy,Kothi,Generator Backup,High,Rural,6.0,6.8,0.1,4.0,1.0,3.0,8.5,252.0,1696.0
Summer,Apartment,Private,Medium,Rural,4.0,6.4,2.0,2.0,1.0,4.0,7.7,254.0,1812.0
Winter,,Society,High,Urban,6.0,1.4,1.1,2.0,,5.0,10.9,218.0,1568.0
Summer,PG,Private,High,SemiUrban,1.0,5.4,0.6,1.0,2.0,2.0,3.4,155.0,1104.0
Rainy,Apartment,Society,High,,3.0,1.8,5.7,4.0,1.0,4.0,5.3,,1320.0
Rainy,Independent,Society,High,SemiUrban,4.0,1.7,3.6,4.0,1.0,5.0,10.9,261.0,1864.0
Spring,PG,Private,Low,SemiUrban,2.0,7.0,4.4,,1.0,1.0,9.8,331.0,2246.0
Winter,Apartment,Private,Medium,Rural,7.0,2.0,1.9,0.0,1.0,,3.2,98.0,811.0
Spring,Apartment,PSPCL,High,Rural,3.0,2.1,2.4,2.0,2.0,5.0,7.7,173.0,
Rainy,Independent,Generator Backup,Low,SemiUrban,5.0,0.0,1.4,4.0,2.0,5.0,7.8,188.0,1405.0
Summer,Rented Room,Society,Low,Rural,1.0,7.0,0.6,5.0,,3.0,6.6,222.0,1627.0
Winter,Apartment,PSPCL,Low,SemiUrban,3.0,6.3,,0.0,2.0,6.0,5.7,199.0,1380.0
Summer,Apartment,Private,,,7.0,5.0,,1.0,1.0,4.0,9.1,275.0,1890.0
Summer,PG,Generator Backup,High,Rural,3.0,6.0,4.1,4.0,2.0,3.0,4.9,243.0,1646.0
Winter,Kothi,PSPCL,Medium,Urban,7.0,1.2,3.3,4.0,1.0,,10.2,241.0,1654.0
Spring,Independent,Society,,Rural,5.0,,2.9,0.0,,,10.2,247.0,1784.0
Summer,Independent,PSPCL,High,Urban,4.0,2.8,5.5,2.0,2.0,5.0,6.7,193.0,1348.0
Rainy,Rented Room,Society,Low,SemiUrban,2.0,,0.4,5.0,2.0,3.0,5.6,115.0,844.0
Summer,Rented Room,Private,Medium,SemiUrban,5.0,3.9,1.7,1.0,1.0,6.0,5.6,205.0,1416.0
Winter,Independent,Generator Backup,High,Urban,2.0,7.4,2.1,4.0,2.0,4.0,7.3,304.0,2085.0
Winter,Rented Room,Generator Backup,High,SemiUrban,4.0,0.3,4.7,2.0,2.0,,9.5,201.0,
Winter,PG,Generator Backup,Low,Urban,3.0,2.3,6.0,5.0,2.0,1.0,6.2,258.0,1778.0
Spring,Independent,Private,Low,Urban,2.0,1.7,1.4,5.0,1.0,3.0,8.5,176.0,1201.0
Summer,Rented Room,Society,High,SemiUrban,1.0,1.9,5.2,1.0,2.0,2.0,6.4,,1196.0
Spring,Independent,Private,Medium,Urban,1.0,7.3,5.0,3.0,2.0,1.0,5.7,286.0,2039.0
Spring,Kothi,,,Rural,7.0,3.7,1.3,5.0,1.0,3.0,3.2,198.0,1478.0
Winter,Apartment,Private,Low,Rural,5.0,3.7,2.4,3.0,1.0,2.0,3.0,197.0,1426.0
Winter,Independent,Private,Low,SemiUrban,4.0,6.1,2.5,,2.0,2.0,,246.0,1674.0
Spring,Apartment,Private,High,SemiUrban,7.0,1.2,5.9,,2.0,6.0,6.7,180.0,1330.0
Summer,Rented Room,Society,Low,Urban,5.0,3.9,1.1,0.0,2.0,3.0,10.7,227.0,1648.0
Rainy,Apartment,PSPCL,High,Urban,5.0,3.4,4.8,,1.0,2.0,10.2,278.0,1907.0
Spring,Independent,PSPCL,Medium,Urban,7.0,4.8,2.0,1.0,1.0,5.0,5.4,197.0,1452.0
Summer,Kothi,Private,Medium,,,8.0,4.4,0.0,1.0,3.0,5.2,251.0,1686.0
Winter,Rented Room,PSPCL,High,Rural,,6.2,,0.0,2.0,2.0,5.0,213.0,1510.0
Winter,Independent,PSPCL,Low,Rural,6.0,3.2,3.5,2.0,1.0,6.0,6.1,191.0,1292.0
Summer,Rented Room,Private,Medium,SemiUrban,1.0,6.6,5.0,5.0,2.0,1.0,7.5,,
Rainy,PG,,Low,Urban,1.0,1.4,4.8,2.0,,1.0,6.9,174.0,1188.0
Winter,Apartment,Generator Backup,Medium,Urban,5.0,0.2,5.2,0.0,1.0,5.0,5.0,130.0,
Winter,PG,PSPCL,High,SemiUrban,1.0,1.6,0.4,,1.0,3.0,4.2,127.0,902.0
Winter,Independent,Society,,Urban,4.0,2.7,4.2,3.0,2.0,6.0,3.1,177.0,1330.0
Summer,Kothi,Private,High,Urban,6.0,4.1,0.8,1.0,2.0,2.0,4.4,153.0,1172.0
Spring,Rented Room,Generator Backup,Medium,Urban,6.0,4.9,2.5,4.0,2.0,2.0,9.3,272.0,1879.0
Winter,Apartment,,Low,Urban,5.0,7.3,3.3,1.0,2.0,1.0,5.2,232.0,1584.0
Spring,Rented Room,PSPCL,Low,Urban,1.0,,2.4,1.0,1.0,6.0,7.2,172.0,1212.0
Rainy,Independent,Generator Backup,Low,SemiUrban,2.0,4.0,3.1,4.0,2.0,5.0,8.3,199.0,1448.0
Winter,,Private,Medium,Urban,7.0,0.4,6.0,5.0,,1.0,11.0,263.0,1850.0
Winter,Apartment,Society,Medium,SemiUrban,7.0,0.3,0.8,0.0,2.0,1.0,11.0,167.0,1160.0
Rainy,Independent,Private,Medium,Urban,6.0,4.4,4.1,3.0,2.0,5.0,9.7,280.0,1913.0
Winter,Rented Room,PSPCL,Medium,Rural,5.0,,2.4,1.0,1.0,3.0,3.3,158.0,1218.0
Spring,Kothi,Society,Medium,Rural,5.0,6.7,0.8,4.0,1.0,2.0,8.2,,1797.0
Summer,,PSPCL,Low,Rural,4.0,1.3,1.0,2.0,2.0,3.0,10.1,194.0,1452.0
Spring,Independent,PSPCL,Medium,Rural,3.0,0.2,5.7,1.0,2.0,6.0,3.2,102.0,792.0
Summer,Kothi,Generator Backup,Medium,SemiUrban,3.0,3.6,5.3,3.0,1.0,4.0,7.9,238.0,1678.0
Summer,PG,Private,Low,SemiUrban,6.0,1.9,5.4,0.0,1.0,4.0,10.7,229.0,1672.0
Spring,Apartment,Society,Medium,Urban,7.0,0.4,5.9,1.0,1.0,4.0,7.3,211.0,1508.0
Spring,,PSPCL,Low,Rural,4.0,5.8,1.2,1.0,1.0,5.0,3.0,165.0,1248.0
Spring,Rented Room,PSPCL,Low,SemiUrban,,0.9,2.1,5.0,1.0,1.0,3.1,129.0,942.0
Spring,Kothi,Society,High,Urban,,4.9,4.0,4.0,2.0,3.0,6.7,233.0,1704.0
Rainy,PG,PSPCL,High,Urban,6.0,2.2,2.9,2.0,2.0,2.0,4.4,154.0,1106.0
Winter,Independent,Generator Backup,High,SemiUrban,3.0,1.4,2.5,2.0,2.0,4.0,9.0,222.0,1507.0
Summer,Rented Room,Generator Backup,High,Rural,7.0,,2.1,0.0,2.0,3.0,9.4,204.0,1433.0
Spring,Rented Room,Generator Backup,Medium,Urban,4.0,6.4,3.6,3.0,1.0,4.0,4.6,241.0,1704.0
Spring,PG,Generator Backup,High,Rural,7.0,3.1,3.5,0.0,1.0,4.0,11.0,246.0,1745.0
Spring,PG,PSPCL,Low,Rural,1.0,,1.0,1.0,1.0,,7.0,206.0,1532.0
Rainy,Kothi,Society,Medium,Rural,5.0,1.0,,1.0,2.0,6.0,4.3,144.0,993.0
Spring,Apartment,Society,High,Urban,5.0,6.2,3.3,2.0,1.0,6.0,9.9,279.0,1902.0
Spring,PG,Society,Low,Rural,7.0,1.9,3.4,,1.0,6.0,,257.0,1734.0
Spring,PG,Society,Medium,Urban,2.0,5.4,1.3,4.0,2.0,5.0,8.8,297.0,2032.0
Winter,Independent,Private,Medium,Rural,2.0,4.5,4.5,3.0,2.0,1.0,10.7,286.0,2035.0
Rainy,Rented Room,Society,High,Urban,6.0,7.4,0.2,1.0,2.0,5.0,9.6,298.0,2066.0
Spring,Apartment,Private,Medium,,6.0,3.1,2.1,4.0,1.0,3.0,10.9,270.0,1919.0
Summer,Independent,Private,Low,SemiUrban,5.0,0.5,4.7,3.0,1.0,5.0,6.9,168.0,1275.0
Summer,,Generator Backup,Medium,Rural,,0.2,3.4,3.0,2.0,3.0,9.7,188.0,1326.0
Summer,Kothi,Private,Low,Rural,3.0,6.6,1.6,4.0,2.0,3.0,12.0,299.0,2036.0
Rainy,PG,PSPCL,Medium,Urban,3.0,4.2,4.2,1.0,1.0,1.0,9.5,230.0,1562.0
Rainy,PG,Private,High,Urban,6.0,6.2,3.4,3.0,2.0,2.0,4.0,228.0,1547.0
Summer,Kothi,Generator Backup,Low,,1.0,1.9,4.8,4.0,1.0,1.0,7.7,203.0,1380.0
Spring,PG,Private,,SemiUrban,6.0,2.8,4.4,5.0,2.0,6.0,8.3,234.0,1718.0
Rainy,Apartment,PSPCL,Medium,SemiUrban,3.0,0.2,3.7,5.0,2.0,6.0,4.6,204.0,1420.0
Summer,,PSPCL,Medium,Urban,7.0,,2.9,1.0,2.0,5.0,11.7,344.0,2378.0
,Rented Room,PSPCL,Low,SemiUrban,,5.3,0.8,4.0,1.0,3.0,4.6,210.0,1436.0
Spring,PG,Generator Backup,Low,Rural,4.0,7.5,1.6,5.0,1.0,4.0,4.6,245.0,1738.0
Winter,Independent,Generator Backup,Low,Urban,7.0,2.1,2.5,4.0,2.0,4.0,11.2,282.0,1929.0
Rainy,Apartment,Society,High,Rural,6.0,4.9,3.6,3.0,,3.0,7.2,291.0,1970.0
